name,simbol,market_cap,price,circulating_supply,volume,one_hour,one_day,one_week
BitNautic Token,BTNT,70208,0.004326,16230646.6035,446910,-0.0537553,0.913166,-7.50883
Incodium,INCO,69745,7e-06,9374114356.41,,-1.42109e-14,4.26326e-14,313.384
Advanced Inte...,AIB,69733,0.002123,32852522.6433,,0.170404,-27.9945,-52.412
SnodeCoin,SND,69527,0.001841,37771944.474,,5.20657,-9.85381,-35.1987
SHPING,SHPING,68978,8.4e-05,822966739.045,,0.182619,23.0093,13.2315
TokenDesk,TDS,68921,0.004694,14683321.4286,,-0.0504794,5.56988,60.3878
EquiTrader,EQT,68759,0.005418,12691835.6829,,0.0,-1.42109e-14,2.70006e-13
vSlice,VSL,67925,0.002034,33390496.0334,,2.84217e-14,4.78583,32.1805
BlockCAT,CAT,67614,0.009187,7360121.11185,,-2.84217e-14,0.0,2.95471
TagCoin,TAG,66576,0.010348,6433865.57779,,0.0,4.26326e-14,-2.98428e-13
AceD,ACED,66509,0.007271,9147374.60562,,-0.0504794,-0.429202,-34.4614
Silent Notary,SNTR,66132,7.9e-07,83470521339.0,16624,-0.0117181,-5.04839,-19.8968
Ethereum Cash,ECASH,64904,0.004603,14100000.0,,0.0,-7.10543e-14,-0.0867714
DraftCoin,DFT,64654,0.007418,8715912.49182,,0.195075,-9.06159,-30.0917
Opal,OPAL,64465,0.004253,15156364.3307,,0.0,2.84217e-14,-1.84741e-13
ZeusNetwork,ZEUS,64425,9.2e-07,70000000000.0,,-0.0537553,-1.15712,-0.0263772
Deutsche eMark,DEM,64357,0.001199,53653540.8947,,-18.5833,-14.19,-12.3708
BitcoiNote,BTCN,64073,0.005882,10892589.0,1839,0.729845,-2.20628,-23.7356
FundRequest,FND,63795,0.001335,47782545.3579,,-1.42109e-14,4.26326e-14,-3.12639e-13
VeriME,VME,63551,0.000357,178048388.54,,0.186637,-19.2074,-1.55107
Intelligent T...,ITT,63426,0.006462,9814899.14424,,0.0,4.26326e-14,62.7349
XMCT,XMCT,63215,0.0006,105319790.0,2745,0.103201,0.7318,0.672681
Newton Coin P...,NCP,62839,3.5e-07,180787631061.0,,0.0488832,-40.8109,-4.03981
ChessCoin,CHESS,62754,0.001161,54032768.6523,,0.0,2.84217e-14,0.816337
Bitether,BTR,62660,0.001104,56735293.2589,11084,9.03584,18.5033,-16.1828
MicroMoney,AMM,62216,0.003943,15777256.4792,10965,1.21855,-11.3077,0.501025
Agrolot,AGLT,60462,0.000927,65251538.925,1036,-0.0330044,-11.5281,2.38272
Golos Gold,GBG,60218,0.00477,12624488.104,,0.0254035,0.898125,15.526
Naviaddress,NAVI,59772,0.000246,242550845.354,,0.0698173,-1.89073,-16.3496
Rimbit,RBT,59628,0.000302,197581050.118,,-2.84217e-14,7.68033,-5.69063
Adzcoin,ADZ,59767,0.001199,49827042.7609,,0.206704,-17.399,-16.9099
GINcoin,GIN,59407,0.007977,7447333.48799,5361,-0.575498,-0.75444,-9.19348
Webcoin,WEB,59174,0.001378,42931194.1405,23858,0.363819,-39.698,-58.8572
Devery,EVE,59122,0.00094,62917402.0,,0.13076,-16.4045,-1.77973
XDNA,XDNA,59027,0.01239,4763914.01715,,-7.34007,55.3722,84.376
Social Activi...,SAT,58428,0.00046,126967463.175,,-0.0537553,-28.8488,-20.086
SiaCashCoin,SCC,58173,4e-06,13085542637.5,2569,0.251855,16.8871,19.1147
SwiftCash,SWIFT,58140,0.000552,105285753.828,,-0.0504794,-25.9239,-9.51375
International...,INCX,58121,0.000136,428755167.0,42013,-0.414803,-1.52123,-0.900898
Evil Coin,EVIL,58018,0.00276,21020382.7858,,0.0,-1.27357,-13.1284
Daneel,DAN,57735,0.002852,20242358.0,,-0.0470524,5.06821,-15.8049
Bitnation,XPAT,57701,2e-06,27112917472.4,,6.81897,-4.95102,-5.71961
PrimeStone,PSC,57102,0.002956,19318309.1435,,-0.0606646,-14.0295,-16.619
BTCtalkcoin,TALK,57079,0.000874,65290634.7332,,0.0,-2.84217e-14,2.27374e-13
Webchain,WEB,57010,0.000368,154858914.012,,-0.0537553,-20.9958,-4.11613
Litecoin Plus,LCP,56837,0.022145,2566627.59989,,-12.9149,13.1576,-22.666
Hype Token,HYPE,56304,0.001201,46864436.2901,,-0.0204073,-4.7826,34.2144
Elementeum,ELET,54293,0.011109,4887466.95821,,0.142111,-0.705601,-5.44127
Cashpayz Token,CPC,53677,0.015683,3422678.0,,-0.0746277,-1.25001,-4.37744
Bitcoin Zero,BZX,53442,0.002373,22524461.017,1716,-0.0149741,-0.910325,-22.0413
Agora,VOTE,53437,0.002708,19735155.4358,9889,0.935023,2.61191,15.1459
Castle,CSTL,53265,0.003497,15230109.2781,,-0.0537553,10.3857,5.74575
Vivid Coin,VIVID,53126,0.008513,6240347.03556,,-0.0504794,-0.164831,-16.5523
EnterCoin,ENTRC,53091,0.017857,2973139.1,,-0.0537553,-9.85264,-46.004
InvestFeed,IFT,52916,0.000276,191381257.0,,0.0460807,-1.10182,-4.24088
SkinCoin,SKIN,52907,0.0006,88183483.0,2491,35.4766,20.8443,14.3554
STRAKS,STAK,52701,0.002209,23858907.0,,-0.0504794,-5.04008,-4.16155
TransferCoin,TX,51001,0.006274,8128623.0,,-1.24557,1.79784,34.8892
Bee Token,BEE,52201,0.000221,236629158.707,,0.0,-0.992847,52.3405
FORCE,FOR,51675,0.000368,140516265.386,,0.0,-1.35614,22.4566
BEAT,BEAT,51650,0.000417,123928857.714,,0.0,-7.10543e-14,0.298342
PRiVCY,PRIV,51470,0.003118,16508939.1981,,-7.55492,0.205694,-9.58681
bitSilver,BITSILVER,51399,2.46,20885.7,,0.0876319,-0.547997,-1.52882
GoHelpFund,HELP,51427,0.004234,12147167.0529,24823,-0.0537553,-3.16373,-6.15699
InterValue,INVE,51344,0.000401,127892710.434,38619,0.178425,-0.306067,11.1646
Fire Lotto,FLOT,51066,0.001858,27481716.7345,,-2.07676,-9.37902,-26.4744
KanadeCoin,KNDC,50393,9e-06,5471056500.03,,-2.84217e-14,-2.84217e-14,163.16
Thore Cash,TCH,50059,0.000909,55056178.0,66261,0.0147791,7.62353,19.9695
TOKYO,TOKC,49980,0.000183,272697250.71,,0.0,0.0,-4.5326
ARAW,ARAW,49343,1.5e-05,3368426360.0,54193,0.391194,-0.99326,16.9353
Onix,ONX,49272,0.00046,107072780.824,,-0.0463061,24.1128,19.8371
YENTEN,YTN,49237,0.002022,24350076.7737,,-0.0169459,-0.186809,-26.5803
PAWS Fund,PAWS,49096,0.025679,1911883.66419,832,9.04077,8.1134,11.5749
CryptoSoul,SOUL,49001,0.00028,175005355.896,3039,0.639512,-0.598229,-24.2434
BBSCoin,BBS,48741,5.8e-07,83602002835.1,,-0.0829376,-0.956532,-3.42754
Digital Money...,DMB,48488,0.000461,105102640.0,,3.66314,-0.990081,111.571
REBL,REBL,48342,0.000278,173671673.043,,0.0,-5.68434e-14,-6.19211
GenesisX,XGS,48306,0.005338,9049413.15857,,-0.0537553,10.1622,-1.04079
bitGold,BITGOLD,48164,254.19,189.485,,-0.367816,-0.590208,-5.5891
Crowdholding,YUP,48040,0.00024,200559523.52,,2.84217e-14,2.84217e-14,8.31319
ICOBay,IBT,47959,6.9e-05,692646117.841,3786,0.182619,-0.98549,187.836
ATBCoin,ATB,47623,0.001133,42038227.3788,42104,-8.51372,-9.20017,-16.269
Veros,VRS,47210,0.001517,31130343.0979,38901,-0.968276,-2.17404,0.0106113
Five Star Coi...,FSCP,46691,0.012149,3843281.20497,809,-0.0504794,-1.23438,-4.11948
GuccioneCoin,GCC,46793,0.002307,20285537.0,,0.206704,-0.987608,-4.00873
HyperQuant,HQT,46616,0.000523,89083368.3979,126076,-1.03419,5.1254,-6.5897
MarteXcoin,MXT,46576,0.012456,3739190.89087,,0.206704,-5.87039,-37.1192
Pedity,PEDI,45968,3.4e-05,1368610817.0,,0.0,0.0,26.141
Rupiah Token,IDRT,45570,7.1e-05,640794426.29,,0.00760954,-0.998644,-1.87449
IGToken,IG,45229,1.4e-05,3149646087.55,2828,1.32954,-12.1254,-10.5152
Ratecoin,XRA,45193,0.000369,122449161.792,,0.206704,-0.987608,15.9632
Minereum,MNE,45176,0.006182,7307616.33536,,0.207059,-5.56994,-65.8626
Regalcoin,REC,44797,0.0035,12799009.4529,,0.0,-7.10543e-14,84.2919
Aegeus,AEG,44647,0.001214,36775046.6336,3352,-0.907021,-8.59813,-9.3246
Gold Poker,GPKR,44375,0.009559,4642426.12468,,-0.0537553,69.8081,33.4199
Waletoken,WTN,44048,2e-06,19918713666.8,,0.0,-5.68434e-14,-1.67168
PluraCoin,PLURA,43441,9.3e-05,467803192.848,,0.0,-0.359309,-2.48651
Bitblocks,BBK,43344,0.000368,117736709.71,,-0.0537553,-10.8402,-17.2675
PayCoin,XPY,43317,0.003611,11995342.4784,,0.0,-1.42109e-14,13.7039
PureVidz,VIDZ,43213,0.000345,125279774.506,,2.84217e-14,-7.10543e-14,1.56319e-13
Biotron,BTRN,42498,0.000644,65965770.8973,,-0.0504794,-27.0695,97.5727
Signatum,SIGT,41819,0.000387,107972765.656,,0.0,0.0,0.606216
Moin,MOIN,41876,0.004798,8727759.25358,,-0.747632,-11.7378,-22.5414
Helpico,HELP,41710,1.77,23627.5136386,5233,-0.0486458,-5.31054,-31.5211
ConnectJob,CJT,41541,0.000368,112839768.41,,-0.677913,-0.677913,-3.96032
Obsidian,ODN,41106,0.000585,70274978.0,,0.0,7.10543e-14,1.13687e-13
ClearCoin,XCLR,41101,7.8e-05,527873733.0,,0.0,-2.84217e-14,4.01754
Kind Ads Token,KIND,40914,0.000969,42223693.0,,0.212387,-4.76879,18.7368
LOCIcoin,LOCI,40751,0.000985,41387231.6602,,0.239213,-0.484741,-1.62127
Digitalcoin,DGC,40744,0.001199,33967298.344,,0.205172,-0.984369,117.613
NetKoin,NTK,40574,9e-06,4453537916.0,,0.182619,-29.3267,-34.2592
Thar Token,THAR,40550,0.057929,700000.0,,-1.13611,4.83286,-4.25849
Galactrum,ORE,40482,0.008651,4679307.22848,,-0.0504794,-1.24973,-8.94716
Evedo,EVED,40089,0.005217,7684770.59682,53804,0.241057,-30.4644,-27.2619
WITChain,WIT,39892,2e-05,1980000000.0,33013,0.178966,9.15536,8.57341
Iridium,IRD,39105,0.002025,19312977.5216,,-0.0537601,-4.25557,-10.7851
BERNcash,BERN,39021,0.000548,71234300.8119,,-2.84217e-14,-2.03153,13.5989
ArbitrageCT,ARCT,38996,0.000373,104655776.8,,0.0,-0.0389003,27.894
GoldBlocks,GB,38832,0.002495,15563873.3576,,2.84217e-14,2.84217e-14,-1.35806
Vsync,VSX,38635,0.000241,160559293.535,,0.0,-1.42109e-14,2.84217e-14
CommunityGene...,CGEN,38617,9.2e-05,419588244.375,,-0.0537553,-1.23388,-4.116
Arqma,ARQ,38410,0.017947,2140118.5378,,-0.053783,-3.50643,3.85138
Spectrum,SPT,38220,3.2e-05,1199987500.0,25230,0.518155,17.7607,11.2595
BitStation,BSTN,37968,8e-06,4704185602.67,,-2.84217e-14,-0.395626,0.372621
HYPNOXYS,HYPX,37864,2e-06,19928534801.2,,-2.84217e-14,0.0,1.56319e-13
Italo,XTA,37176,0.011512,3229260.0,,-0.0537553,-8.60214,18.1456
Knekted,KNT,37094,3.7e-05,1000000000.0,,4.55557,-28.2618,113.656
Arion,ARION,36659,0.003221,11380522.0,,-0.0537553,-1.24384,33.361
Innova,INN,36251,0.007179,5049717.92,,6.79984,-1.24998,-6.93798
Block Array,ARY,35536,0.000519,68430738.22,881,-1.55057,-38.122,-8.89789
InflationCoin,IFLT,35384,7.9e-07,44790092020.1,,0.0,-22.7803,7.90386
Herbalist Token,HERB,35309,4e-06,9499999999.0,12194,0.509537,2.78206,10.918
Blockburn,BURN,35146,0.054212,648314.0,77365,0.17342,-4.34734,-40.6079
BitCoin One,BTCONE,35028,0.000367,95420349.3785,,-0.0504408,58.5948,14.8642
ESCX Token,ESCX,34943,0.000359,97241685.6651,1302,-4.43625,-34.0607,-61.3414
Cashcoin,CASH,34644,0.000648,53458111.3056,,0.0,-5.68434e-14,68.5889
Bitcloud,BTDX,34731,0.001107,31367725.0067,,0.206704,-0.989594,-22.903
iTicoin,ITI,34593,1.08,32000.0,,-1.23175,-3.18479,-32.3176
ICO OpenLedger,ICOO,34173,0.07334,465951.5866,,0.0,0.0,-3.55271e-13
Cryptojacks,CJ,33735,8.3e-05,406568580.908,,0.0,4.26326e-14,-1.98952e-13
SteepCoin,STEEP,33399,0.000184,181505252.98,,0.0,-13.5643,-1.57202
X-Coin,XCO,32728,0.002643,12384976.0,,0.0,-2.84217e-14,-3.90899
Creditbit,CRB,32748,0.001938,16901016.661,619,5.21704,79.0691,50.7093
Decentralized...,DML,32523,0.000516,63030141.1572,12893,-0.0665066,-25.9647,-29.0252
ZINC,ZINC,32508,0.005959,5455578.23005,,0.0,7.10543e-14,37.2779
InterCrone,ICR,32454,0.002194,14793793.4072,,-0.0504794,4.15811,-25.7934
CrowdWiz,WIZ,32232,0.009212,3498868.23042,,-14.0789,-14.4251,-25.7289
Rupaya,RUPX,32223,0.000533,60457823.7402,,-0.0463061,13.2412,-22.6444
Stellar Classic,XLMX,31415,5.5e-05,574707203.039,11102,0.186637,-1.12502,18.4978
SONDER,SNR,31346,0.000186,168879121.0,,0.0,2.84217e-14,-3.20551
Joint Ventures,JOINT,31086,0.001405,22128084.7261,831,0.186637,16.2205,-7.25317
BitWhite,BTW,30864,0.00085,36325371.3184,14796,-1.75766,-10.6134,-32.2578
Blakecoin,BLC,30933,0.001292,23946303.3336,,7.91326,1.47266,-0.0212917
SmartCoin,SMC,30765,0.001197,25699051.6625,,0.00604488,-0.677302,-9.38915
Absolute,ABS,30564,0.002365,12921832.4078,1768,0.861978,-0.176576,-7.73737
BitStash,STASH,30544,1.1e-05,2792516241.71,,0.0,2.84217e-14,-26.1131
Scopuly,SKY,30004,1.4e-05,2191753462.17,,-0.745539,-3.00581,-13.4683
Gratz,GRAT,29963,0.000967,31000000.0,,0.482471,5.67696,24.6857
Xuez,XUEZ,29767,0.009112,3266974.37703,23990,47.6818,-21.3211,-23.8758
Blocklancer,LNC,29374,0.000244,120140384.183,,-0.0411467,31.9169,51.1333
EtherInc,ETI,29008,9.2e-05,315182326.0,,-0.0537553,21.9335,2.13827
BitGuild PLAT,PLAT,28653,0.000481,59566902.0,88763,2.03479,1.9292,-6.13882
ROIyal Coin,ROCO,28508,0.029359,971016.089021,890,-0.0537553,-6.88727,4.23605
BitCoen,BEN,28273,0.004039,7000000.0,,-0.0319697,-2.04737,5.27382
Ether Kingdom...,IMP,28195,0.004224,6674907.21975,16518,0.0302962,-0.917939,-18.2522
Fox Trading,FOXT,28190,0.003096,9105354.9434,69285,-3.64266,-8.10631,-21.6667
APR Coin,APR,27940,0.002853,9792839.54201,,-0.0504794,28.2598,22.5781
MedicCoin,MEDIC,27468,9.2e-05,298349397.512,,-0.0773857,-1.05116,-1.40344
Theresa May Coin,MAY,27452,0.000274,100018000.0,,0.0,-5.68434e-14,-17.481
Payfair,PFR,27430,0.000698,39305411.8355,,-0.219041,118.791,-22.7069
QUINADS,QUIN,27015,2e-06,13194987677.4,13628,-0.112305,-0.718209,-3.05941
DOWCOIN,DOW,26922,0.002279,11810983.5,,0.182619,-1.05698,-64.6151
Tracto,TRCT,26532,0.000986,26913040.6267,,-2.84217e-14,-2.84217e-14,-0.888542
Garlicoin,GRLC,25652,0.000497,51577900.0,,-0.0470524,6.72524,3.65583
PlatinumBAR,XPTX,25313,0.011718,2160125.608,,-3.58974,-21.4105,-6.9429
ShowHand,HAND,25125,4.1e-07,61912434418.0,,0.139923,7.72245,0.166906
Rubies,RBIES,24986,0.002399,10415251.8921,,0.206704,-9.14483,-33.7847
Monoeci,XMCC,24888,0.003037,8194327.61078,,-0.0463061,-37.7425,-26.024
Shekel,JEW,24502,0.000184,133109989.977,,-0.0504794,-54.6668,-5.75865
Titcoin,TIT,24126,0.000369,65368071.1603,,0.207059,13.8108,13.8108
FuzzBalls,FUZZ,23850,0.004938,4829945.0,,0.0,4.26326e-14,8.84914
Gossipcoin,GOSS,23790,0.000775,30715993.923,,-2.95749,24.5947,17.5471
SuperCoin,SUPER,23769,0.000466,51008617.47,,0.0,0.00878488,-39.2302
Orbis Token,OBT,23745,0.001239,19167751.421,,2.84217e-14,-1.15214,37.5451
AmsterdamCoin,AMS,23498,0.000468,50201886.1654,,0.0,-7.10543e-14,15.5265
FidexToken,FEX,23353,8e-07,29128335553.0,,-6.21202,-15.9078,-0.0336862
Cream,CRM,23248,0.000515,45108748.7633,,-0.0464695,-16.2066,4.58864
EthereumX,ETX,23076,0.000265,87225579.0,,-0.745539,50.1002,40.4163
StarterCoin,STAC,23057,6.7e-05,342007188.931,,0.186637,-10.7117,-4.11408
Cheesecoin,CHEESE,22936,6.4e-05,356018860.0,,-6.71704,-20.9197,-12.7475
KZ Cash,KZC,22892,0.014637,1563996.49267,,5.22885,-0.375812,-6.20013
AdCoin,ACC,22832,0.001381,16538631.7076,,-0.0463061,-1.24883,-19.5963
RouletteToken,RLT,22839,0.002122,10762243.0297,,-4.63025,3.38034,-21.0387
Mobile Crypto...,MCPC,22629,0.003681,6146853.64924,,-0.0504794,4.27084,14.8378
Dash Green,DASHG,22593,0.00982,2300683.38606,,0.853038,0.107129,3.90828
SpreadCoin,SPR,22225,0.001992,11159260.3546,,0.0,-2.84217e-14,-1.98952e-13
Hurify,HUR,22223,9.2e-05,241464943.014,,-0.0504794,72.2991,97.5292
Italian Lira,ITL,22222,9.3e-07,23949310911.7,10826,-0.0469384,-26.4167,-17.4808
Dreamcoin,DRM,22255,0.008698,2558562.54465,,0.207125,-15.1446,-15.1822
Peony,PNY,22126,0.017509,1263725.42628,,-0.14568,-17.428,46.3741
Bitcoin Red,BTCRED,22124,0.001054,20999999.999,,-0.390413,12.9212,-6.36328
Datacoin,DTC,21945,0.000554,39639436.2579,,0.205172,-0.988167,-49.8095
BZLCOIN,BZL,21759,0.009871,2204366.13667,1898,-0.944746,17.9934,6.05532
SkyHub Coin,SHB,21401,0.04068,526096.867022,,50.7722,97.1565,12.9839
Ellaism,ELLA,21386,0.001104,19364074.3254,,-0.0463061,-8.83886,-37.4174
Asura Coin,ASA,21336,9.7e-05,220932400.0,,0.182619,-16.7199,-31.4856
Neural Protocol,NRP,21030,2e-06,9497994014.0,2303,-1.04121,-3.18099,-6.63609
DeVault,DVT,20747,0.000276,75142705.038,,-0.0504794,-1.23193,-42.7133
Bata,BTA,20610,0.004079,5052601.1342,,-1.91506,-20.5854,-30.4213
EUNOMIA,ENTS,20443,1e-06,16420688682.4,,0.0,-37.8555,-29.9543
Bitsum,BSM,20254,1.3e-05,1581351190.0,,0.0488156,-9.13315,-17.9076
SparksPay,SPK,20172,0.003679,5483098.06395,,-0.0470524,-10.1191,-0.722903
Blocknode,BND,19938,9.6e-05,207001450.438,,-1.42109e-14,4.26326e-14,0.281182
TrustNote,TTT,19770,6.4e-05,309999945.004,,0.186637,-19.4667,-18.1906
IQ.cash,IQ,19722,0.005062,3896162.5,,-10.7177,-2.03615,21.7621
BoostCoin,BOST,19690,0.001661,11855487.1682,,0.207059,28.5814,14.8829
Dach Coin,DACHX,19575,0.00092,21268809.4153,,1.5931,-10.2126,-54.9214
NevaCoin,NEVA,19505,0.004665,4180765.0,,-2.84217e-14,4.26326e-14,0.784289
Citadel,CTL,19230,0.001753,10969268.523,,0.206704,44.7075,39.8316
Open Trading ...,OTN,19051,0.00941,2024529.65837,,-0.0480327,-3.83191,19.1276
CPUchain,CPU,18970,0.002206,8599494.49121,,57.6678,35.6427,4.56966
Zoomba,ZBA,18961,0.000817,23195142.4374,,-0.0537553,-17.3847,-14.824
Pakcoin,PAK,18987,0.000277,68594750.0,,0.206704,0.892818,-24.9234
ALAX,ALX,18902,0.000911,20757685.04,,0.0,7.10543e-14,-3.2685e-13
EZOOW,EZW,18835,2e-06,11551907115.0,,0.0,-7.10543e-14,-2.27374e-13
Qurito,QURO,18785,0.001805,10408241.002,,0.0,-4.26326e-14,-1.42109e-13
Origami,ORI,18667,0.004417,4225879.0,,0.0,0.0,1.93031
Zenswap Netwo...,ZNT,18588,2e-06,12001366640.0,8375,0.77499,-15.0703,-16.5718
SounDAC,XSD,18413,0.001263,14581805.8361,,40.4925,-74.1278,-97.9764
Joincoin,J,18524,0.005536,3346049.5,,0.207059,-19.2369,-33.7062
empowr coin,EMPR,18432,1.5e-09,11999782739200.0,,0.132541,4.73977,-1.76902
CDMCOIN,CDM,18380,8e-06,2227144065.65,,0.0,7.10543e-14,-1.42109e-13
Ccore,CCO,18152,0.010677,1699999.0,,14.2603,-8.63871,70.1937
Bionic,BNC,17969,3.4e-05,536244232.719,20227,1.33046,19.0783,7.16732
Virtacoin,VTA,17897,3e-06,5201310113.21,,0.17192,58.9726,79.1891
ParkByte,PKB,17815,0.00374,4764026.33477,,-1.42109e-14,4.26326e-14,-17.0771
Litecred,LTCR,17566,0.000581,30227750.0256,,2.84217e-14,-2.84217e-14,0.610477
ProCurrency,PROC,17527,0.000169,103800640.806,,0.207059,-7.22573,-19.7068
Voise,VOISE,17320,3.2e-05,549336806.0,,-2.84217e-14,4.26326e-14,-8.52651e-14
OP Coin,OPC,17248,9e-06,1858984784.12,,0.182533,21.943,245.601
ELTCOIN,ELTCOIN,17219,0.000191,90000000.0,1044,0.169767,-19.6352,-47.7798
Kora Network ...,KNT,17123,5.1e-05,335625000.0,,0.182619,0.340244,-5.38729
bitJob,STU,17046,0.000194,87816093.0545,,0.0836916,-30.5669,-16.6688
Elementrem,ELE,16998,0.000649,26205538.7187,,0.0,2.84217e-14,16.1719
Californium,CF,16933,0.00692,2446961.25,,0.206704,-0.878239,10.2728
Fivebalance,FBN,16623,2.9e-05,565241485.952,13615,0.151611,-1.20811,-21.2024
Acoin,ACOIN,16603,0.013608,1220084.95666,,0.0,-7.10543e-14,-9.21534
Natmin Pure E...,NAT,16537,0.000162,102088983.513,,0.182619,89.1228,5.76816
Sola Token,SOL,16519,0.000571,28948936.5153,,2.84217e-14,2.84217e-14,2.84217e-14
Cyber Movie C...,CMCT,16397,8.2e-07,20000000000.0,,0.172229,-67.4474,1.32341
Eurocoin,EUC,16198,0.001305,12416554.4504,,-1.42109e-14,4.26326e-14,-3.20315
Shivers,SHVR,15952,0.000293,54453298.391,,0.0,-2.84217e-14,-7.10543e-14
Zealium,NZL,15844,0.001473,10759698.8971,,-0.0537553,12.8774,12.9647
4NEW,KWATT,15543,0.000254,61152763.257,,0.182619,7.82623,8.06936
EagleX,EGX,15454,0.00046,33583500.0,,-0.0537553,-1.23441,-40.0727
SecretCoin,SCRT,14856,0.003513,4228671.77935,,0.0,4.26326e-14,29.7789
Centurion,CNT,14697,0.000189,77663825.8571,,0.0,-5.68434e-14,39.7972
MojoCoin,MOJO,14726,0.001199,12276850.0,,0.206704,-0.988413,-9.93515
TOKPIE,TKP,14637,0.003889,3763265.0,,0.182619,-14.3834,-24.0519
EVOS,EVOS,14634,0.00138,10606778.3971,2067,-0.0452798,-1.26872,-15.4807
PostCoin,POST,14641,0.000923,15868232.6972,,0.206704,10.0116,-35.7856
Desire,DSR,14579,0.001473,9900418.46554,14488,23.0199,32.2039,62.5462
Evimeria,EVI,14283,9.2e-07,15519279935.5,,-0.0537553,-1.11639,-18.9522
Mero Currency,MRO,14156,0.001603,8830010.55793,,-11.289,0.493845,29.149
AdultChain,XXX,13782,0.000276,49917230.8899,,-0.0504794,-1.25945,43.8452
Crystal Clear ,CCT,13189,0.002304,5723973.37885,,0.0,-1.11003,-17.2177
KWHCoin,KWH,13173,7e-06,1807438680.7,,0.194845,-1.0566,-21.2309
Digiwage,WAGE,13010,0.000276,47062307.9246,,-0.0537553,-1.11066,-58.8557
Carebit,CARE,12913,9.3e-05,139195009.683,,0.0,0.0,14.7632
Save Environm...,SET,12831,0.013346,961394.743712,,0.0,4.26326e-14,-86.7471
Impleum,IMPL,12772,0.002209,5782305.80062,,-11.1589,27.8498,-39.4199
GIGA,XG,12652,9.3e-05,135432842.0,,0.0,-5.68434e-14,1.71711
Zayedcoin,ZYD,12674,0.00203,6243840.00056,,0.207059,-5.26257,-4.14148
Luna Coin,LUNA,12596,0.007382,1706429.49506,,0.206704,14.5643,-1.07971
Dragon Option,DRAGON,12408,0.000202,61461297.5237,21045,0.0825032,-2.31765,-11.0716
Peerguess,GUESS,12235,0.000202,60537668.0,,-1.42109e-14,-63.8798,-61.5308
BTC Lite,BTCL,12047,0.000644,18699999.99,,-0.0537553,-0.0395501,-70.8186
Havy,HAVY,11839,2e-06,7761103200.27,870,1.45069,8.25606,-24.0987
Bitcoin Adult,BTAD,11700,0.000329,35600255.6799,,-0.0537553,29.7164,-22.8615
UltraNote Coin,XUN,11473,4e-05,284758357.823,,0.0488156,-7.56387,-20.4054
Decentralized...,DATP,11415,9.7e-07,11820620222.2,3443,0.182619,-4.80727,-17.369
Couchain,COU,11261,2e-06,6242428624.2,13390,2.24509,0.547438,-19.5803
Quebecoin,QBC,11253,0.001679,6703137.91866,,0.0,-2.84217e-14,-8.38348
BowsCoin,BSC,11266,0.00203,5550102.41646,,0.206704,8.91071,6.96453
Klimatas,KTS,11175,0.015458,722903.984444,1309,-6.07169,-16.4741,10.9743
Fintab,FNTB,11095,0.003992,2779387.0,,-2.84217e-14,2.84217e-14,-4.1918
High Voltage,HVCO,11029,0.007382,1494170.72042,,0.206704,10.4909,2.24784
Phonecoin,PHON,10978,9.2e-05,119389617.506,,0.0,-2.84217e-14,13.1195
Tourist Token,TOTO,10967,3e-06,3933323629.52,17016,-1.01427,-1.8691,-13.4096
Micromines,MICRO,10853,6e-07,17999887605.7,892,0.182619,-33.4537,-13.5286
Bitspace,BSX,10757,0.000774,13902131.4471,,0.0,-7.10543e-14,1.98952e-13
TajCoin,TAJ,10644,0.000829,12835505.182,,0.0636249,-3.62741,-21.6848
Alpha Coin,APC,10639,0.000328,32461881.5424,18995,0.541343,-26.1731,-28.5359
Aigang,AIX,10509,0.000359,29274566.7245,,0.0,4.26326e-14,8.52651e-14
KUN,KUN,10474,5.24,2000.0,717,0.239901,-0.788284,-8.74124
electrumdark,ELD,10440,0.002677,3899312.2,,-0.227052,18.2729,40.2428
MustangCoin,MST,10313,0.016361,630343.24367,,0.0,0.0,0.575488
Scanetchain,SWC,10270,1.2e-05,839506297.276,,0.0689345,37.9894,-90.9048
nDEX,NDX,10071,6.7e-07,14938687250.6,4394,0.182619,-2.08877,8.09817
InnovativeBio...,INNBCL,10002,3e-09,3350453230950.0,,38.984,18.7745,3.3988
SpeedCash,SCS,9939,0.017293,574745.0,,-2.84217e-14,4.26326e-14,6.72939
Independent M...,IMS,9920,0.001848,5368933.59731,,0.0,-2.84217e-14,12.3675
SF Capital,SFCP,9792,0.000221,44276023.0,,-24.2539,-70.0496,-53.9188
Cryptrust,CTRT,9734,2e-06,5248756484.74,,0.0,-0.29985,13.6722
ARBITRAGE,ARB,9707,0.002374,4088468.55464,,0.186637,-70.6857,-72.05
Atheios,ATH,9688,0.000552,17543150.4458,,-0.0537553,-1.23383,14.8981
MNPCoin,MNP,9684,0.004418,2191996.00914,,6.60933,12.8778,-13.0542
SCRIV NETWORK,SCRIV,9630,0.000389,24744361.6925,,-12.4214,-11.7365,-45.34
ZUM TOKEN,ZUM,9500,1.2e-05,808287625.687,6522,-9.59423,18.6257,18.7133
GeyserCoin,GSR,9219,0.008191,1125504.23777,,-0.0463061,-10.1868,-7.48183
BitRent,RNTB,9202,1.1e-05,841738500.0,,0.186637,-0.880821,3.21855
ARbit,ARB,9181,0.000848,10830050.0,,0.0,-7.10543e-14,7.32163
